code,geometry
1690, -0.1929245269019142 51.47145269853843_ -0.1929245269019142 51.472426963611504_ -0.1944892634509571 51.472426963611504_ -0.1944892634509571 51.47145269853843_ -0.1929245269019142 51.47145269853843
1691, -0.1929245269019142 51.472426963611504_ -0.1929245269019142 51.47340122868459_ -0.1944892634509571 51.47340122868459_ -0.1944892634509571 51.472426963611504_ -0.1929245269019142 51.472426963611504
1692, -0.1929245269019142 51.47340122868459_ -0.1929245269019142 51.47437549375766_ -0.1944892634509571 51.47437549375766_ -0.1944892634509571 51.47340122868459_ -0.1929245269019142 51.47340122868459
1693, -0.1929245269019142 51.47437549375766_ -0.1929245269019142 51.475349758830745_ -0.1944892634509571 51.475349758830745_ -0.1944892634509571 51.47437549375766_ -0.1929245269019142 51.47437549375766
1694, -0.1929245269019142 51.475349758830745_ -0.1929245269019142 51.47632402390382_ -0.1944892634509571 51.47632402390382_ -0.1944892634509571 51.475349758830745_ -0.1929245269019142 51.475349758830745
1695, -0.1929245269019142 51.47632402390382_ -0.1929245269019142 51.4772982889769_ -0.1944892634509571 51.4772982889769_ -0.1944892634509571 51.47632402390382_ -0.1929245269019142 51.47632402390382
1696, -0.1929245269019142 51.4772982889769_ -0.1929245269019142 51.47827255404998_ -0.1944892634509571 51.47827255404998_ -0.1944892634509571 51.4772982889769_ -0.1929245269019142 51.4772982889769
1697, -0.1929245269019142 51.47827255404998_ -0.1929245269019142 51.479246819123055_ -0.1944892634509571 51.479246819123055_ -0.1944892634509571 51.47827255404998_ -0.1929245269019142 51.47827255404998
1698, -0.1929245269019142 51.479246819123055_ -0.1929245269019142 51.48022108419614_ -0.1944892634509571 51.48022108419614_ -0.1944892634509571 51.479246819123055_ -0.1929245269019142 51.479246819123055
1699, -0.1929245269019142 51.48022108419614_ -0.1929245269019142 51.481195349269214_ -0.1944892634509571 51.481195349269214_ -0.1944892634509571 51.48022108419614_ -0.1929245269019142 51.48022108419614
1700, -0.1929245269019142 51.481195349269214_ -0.1929245269019142 51.48216961434229_ -0.1944892634509571 51.48216961434229_ -0.1944892634509571 51.481195349269214_ -0.1929245269019142 51.481195349269214
1701, -0.1929245269019142 51.48216961434229_ -0.1929245269019142 51.48314387941537_ -0.1944892634509571 51.48314387941537_ -0.1944892634509571 51.48216961434229_ -0.1929245269019142 51.48216961434229
1702, -0.1929245269019142 51.48314387941537_ -0.1929245269019142 51.48411814448845_ -0.1944892634509571 51.48411814448845_ -0.1944892634509571 51.48314387941537_ -0.1929245269019142 51.48314387941537
1703, -0.1929245269019142 51.48411814448845_ -0.1929245269019142 51.48509240956153_ -0.1944892634509571 51.48509240956153_ -0.1944892634509571 51.48411814448845_ -0.1929245269019142 51.48411814448845
1704, -0.1929245269019142 51.48509240956153_ -0.1929245269019142 51.48606667463461_ -0.1944892634509571 51.48606667463461_ -0.1944892634509571 51.48509240956153_ -0.1929245269019142 51.48509240956153
1705, -0.1929245269019142 51.48606667463461_ -0.1929245269019142 51.48704093970768_ -0.1944892634509571 51.48704093970768_ -0.1944892634509571 51.48606667463461_ -0.1929245269019142 51.48606667463461
1706, -0.1929245269019142 51.48704093970768_ -0.1929245269019142 51.488015204780766_ -0.1944892634509571 51.488015204780766_ -0.1944892634509571 51.48704093970768_ -0.1929245269019142 51.48704093970768
1707, -0.1929245269019142 51.488015204780766_ -0.1929245269019142 51.48898946985384_ -0.1944892634509571 51.48898946985384_ -0.1944892634509571 51.488015204780766_ -0.1929245269019142 51.488015204780766
1708, -0.1929245269019142 51.48898946985384_ -0.1929245269019142 51.489963734926924_ -0.1944892634509571 51.489963734926924_ -0.1944892634509571 51.48898946985384_ -0.1929245269019142 51.48898946985384
1709, -0.1929245269019142 51.489963734926924_ -0.1929245269019142 51.490938_ -0.1944892634509571 51.490938_ -0.1944892634509571 51.489963734926924_ -0.1929245269019142 51.489963734926924
1710, -0.1929245269019142 51.490938_ -0.1929245269019142 51.491912265073076_ -0.1944892634509571 51.491912265073076_ -0.1944892634509571 51.490938_ -0.1929245269019142 51.490938
1711, -0.1929245269019142 51.491912265073076_ -0.1929245269019142 51.49288653014616_ -0.1944892634509571 51.49288653014616_ -0.1944892634509571 51.491912265073076_ -0.1929245269019142 51.491912265073076
1712, -0.1929245269019142 51.49288653014616_ -0.1929245269019142 51.493860795219234_ -0.1944892634509571 51.493860795219234_ -0.1944892634509571 51.49288653014616_ -0.1929245269019142 51.49288653014616
1713, -0.1929245269019142 51.493860795219234_ -0.1929245269019142 51.49483506029232_ -0.1944892634509571 51.49483506029232_ -0.1944892634509571 51.493860795219234_ -0.1929245269019142 51.493860795219234
1714, -0.1929245269019142 51.49483506029232_ -0.1929245269019142 51.49580932536539_ -0.1944892634509571 51.49580932536539_ -0.1944892634509571 51.49483506029232_ -0.1929245269019142 51.49483506029232
1715, -0.1929245269019142 51.49580932536539_ -0.1929245269019142 51.49678359043847_ -0.1944892634509571 51.49678359043847_ -0.1944892634509571 51.49580932536539_ -0.1929245269019142 51.49580932536539
1716, -0.1929245269019142 51.49678359043847_ -0.1929245269019142 51.49775785551155_ -0.1944892634509571 51.49775785551155_ -0.1944892634509571 51.49678359043847_ -0.1929245269019142 51.49678359043847
1717, -0.1929245269019142 51.49775785551155_ -0.1929245269019142 51.49873212058463_ -0.1944892634509571 51.49873212058463_ -0.1944892634509571 51.49775785551155_ -0.1929245269019142 51.49775785551155
1718, -0.1929245269019142 51.49873212058463_ -0.1929245269019142 51.49970638565771_ -0.1944892634509571 51.49970638565771_ -0.1944892634509571 51.49873212058463_ -0.1929245269019142 51.49873212058463
1719, -0.1929245269019142 51.49970638565771_ -0.1929245269019142 51.500680650730786_ -0.1944892634509571 51.500680650730786_ -0.1944892634509571 51.49970638565771_ -0.1929245269019142 51.49970638565771
1720, -0.1929245269019142 51.500680650730786_ -0.1929245269019142 51.50165491580386_ -0.1944892634509571 51.50165491580386_ -0.1944892634509571 51.500680650730786_ -0.1929245269019142 51.500680650730786
1721, -0.1929245269019142 51.50165491580386_ -0.1929245269019142 51.502629180876944_ -0.1944892634509571 51.502629180876944_ -0.1944892634509571 51.50165491580386_ -0.1929245269019142 51.50165491580386
1722, -0.1929245269019142 51.502629180876944_ -0.1929245269019142 51.50360344595002_ -0.1944892634509571 51.50360344595002_ -0.1944892634509571 51.502629180876944_ -0.1929245269019142 51.502629180876944
1723, -0.1929245269019142 51.50360344595002_ -0.1929245269019142 51.5045777110231_ -0.1944892634509571 51.5045777110231_ -0.1944892634509571 51.50360344595002_ -0.1929245269019142 51.50360344595002
1724, -0.1929245269019142 51.5045777110231_ -0.1929245269019142 51.50555197609618_ -0.1944892634509571 51.50555197609618_ -0.1944892634509571 51.5045777110231_ -0.1929245269019142 51.5045777110231
1725, -0.1929245269019142 51.50555197609618_ -0.1929245269019142 51.506526241169254_ -0.1944892634509571 51.506526241169254_ -0.1944892634509571 51.50555197609618_ -0.1929245269019142 51.50555197609618
1726, -0.1929245269019142 51.506526241169254_ -0.1929245269019142 51.50750050624234_ -0.1944892634509571 51.50750050624234_ -0.1944892634509571 51.506526241169254_ -0.1929245269019142 51.506526241169254
1727, -0.1929245269019142 51.50750050624234_ -0.1929245269019142 51.50847477131541_ -0.1944892634509571 51.50847477131541_ -0.1944892634509571 51.50750050624234_ -0.1929245269019142 51.50750050624234
1728, -0.1929245269019142 51.50847477131541_ -0.1929245269019142 51.509449036388496_ -0.1944892634509571 51.509449036388496_ -0.1944892634509571 51.50847477131541_ -0.1929245269019142 51.50847477131541
1729, -0.1929245269019142 51.509449036388496_ -0.1929245269019142 51.51042330146157_ -0.1944892634509571 51.51042330146157_ -0.1944892634509571 51.509449036388496_ -0.1929245269019142 51.509449036388496
1730, -0.1929245269019142 51.51042330146157_ -0.1929245269019142 51.51139756653465_ -0.1944892634509571 51.51139756653465_ -0.1944892634509571 51.51042330146157_ -0.1929245269019142 51.51042330146157
1731, -0.1929245269019142 51.51139756653465_ -0.1929245269019142 51.51237183160773_ -0.1944892634509571 51.51237183160773_ -0.1944892634509571 51.51139756653465_ -0.1929245269019142 51.51139756653465
1732, -0.1929245269019142 51.51237183160773_ -0.1929245269019142 51.513346096680806_ -0.1944892634509571 51.513346096680806_ -0.1944892634509571 51.51237183160773_ -0.1929245269019142 51.51237183160773
1733, -0.1929245269019142 51.513346096680806_ -0.1929245269019142 51.51432036175389_ -0.1944892634509571 51.51432036175389_ -0.1944892634509571 51.513346096680806_ -0.1929245269019142 51.513346096680806
1734, -0.1929245269019142 51.51432036175389_ -0.1929245269019142 51.515294626826964_ -0.1944892634509571 51.515294626826964_ -0.1944892634509571 51.51432036175389_ -0.1929245269019142 51.51432036175389
1735, -0.1929245269019142 51.515294626826964_ -0.1929245269019142 51.51626889190004_ -0.1944892634509571 51.51626889190004_ -0.1944892634509571 51.515294626826964_ -0.1929245269019142 51.515294626826964
1736, -0.1929245269019142 51.51626889190004_ -0.1929245269019142 51.51724315697312_ -0.1944892634509571 51.51724315697312_ -0.1944892634509571 51.51626889190004_ -0.1929245269019142 51.51626889190004
1737, -0.1929245269019142 51.51724315697312_ -0.1929245269019142 51.5182174220462_ -0.1944892634509571 51.5182174220462_ -0.1944892634509571 51.51724315697312_ -0.1929245269019142 51.51724315697312
1738, -0.1929245269019142 51.5182174220462_ -0.1929245269019142 51.51919168711928_ -0.1944892634509571 51.51919168711928_ -0.1944892634509571 51.5182174220462_ -0.1929245269019142 51.5182174220462
1739, -0.1929245269019142 51.51919168711928_ -0.1929245269019142 51.52016595219236_ -0.1944892634509571 51.52016595219236_ -0.1944892634509571 51.51919168711928_ -0.1929245269019142 51.51919168711928
1740, -0.1944892634509571 51.46171004780764_ -0.1944892634509571 51.46268431288072_ -0.196054 51.46268431288072_ -0.196054 51.46171004780764_ -0.1944892634509571 51.46171004780764
1741, -0.1944892634509571 51.46268431288072_ -0.1944892634509571 51.4636585779538_ -0.196054 51.4636585779538_ -0.196054 51.46268431288072_ -0.1944892634509571 51.46268431288072
1742, -0.1944892634509571 51.4636585779538_ -0.1944892634509571 51.46463284302688_ -0.196054 51.46463284302688_ -0.196054 51.4636585779538_ -0.1944892634509571 51.4636585779538
1743, -0.1944892634509571 51.46463284302688_ -0.1944892634509571 51.46560710809996_ -0.196054 51.46560710809996_ -0.196054 51.46463284302688_ -0.1944892634509571 51.46463284302688
1744, -0.1944892634509571 51.46560710809996_ -0.1944892634509571 51.466581373173035_ -0.196054 51.466581373173035_ -0.196054 51.46560710809996_ -0.1944892634509571 51.46560710809996
1745, -0.1944892634509571 51.466581373173035_ -0.1944892634509571 51.46755563824611_ -0.196054 51.46755563824611_ -0.196054 51.466581373173035_ -0.1944892634509571 51.466581373173035
1746, -0.1944892634509571 51.46755563824611_ -0.1944892634509571 51.468529903319194_ -0.196054 51.468529903319194_ -0.196054 51.46755563824611_ -0.1944892634509571 51.46755563824611
1747, -0.1944892634509571 51.468529903319194_ -0.1944892634509571 51.46950416839227_ -0.196054 51.46950416839227_ -0.196054 51.468529903319194_ -0.1944892634509571 51.468529903319194
1748, -0.1944892634509571 51.46950416839227_ -0.1944892634509571 51.47047843346535_ -0.196054 51.47047843346535_ -0.196054 51.46950416839227_ -0.1944892634509571 51.46950416839227
1749, -0.1944892634509571 51.47047843346535_ -0.1944892634509571 51.47145269853843_ -0.196054 51.47145269853843_ -0.196054 51.47047843346535_ -0.1944892634509571 51.47047843346535
1750, -0.1944892634509571 51.47145269853843_ -0.1944892634509571 51.472426963611504_ -0.196054 51.472426963611504_ -0.196054 51.47145269853843_ -0.1944892634509571 51.47145269853843
1751, -0.1944892634509571 51.472426963611504_ -0.1944892634509571 51.47340122868459_ -0.196054 51.47340122868459_ -0.196054 51.472426963611504_ -0.1944892634509571 51.472426963611504
1752, -0.1944892634509571 51.47340122868459_ -0.1944892634509571 51.47437549375766_ -0.196054 51.47437549375766_ -0.196054 51.47340122868459_ -0.1944892634509571 51.47340122868459
1753, -0.1944892634509571 51.47437549375766_ -0.1944892634509571 51.475349758830745_ -0.196054 51.475349758830745_ -0.196054 51.47437549375766_ -0.1944892634509571 51.47437549375766
1754, -0.1944892634509571 51.475349758830745_ -0.1944892634509571 51.47632402390382_ -0.196054 51.47632402390382_ -0.196054 51.475349758830745_ -0.1944892634509571 51.475349758830745
1755, -0.1944892634509571 51.47632402390382_ -0.1944892634509571 51.4772982889769_ -0.196054 51.4772982889769_ -0.196054 51.47632402390382_ -0.1944892634509571 51.47632402390382
1756, -0.1944892634509571 51.4772982889769_ -0.1944892634509571 51.47827255404998_ -0.196054 51.47827255404998_ -0.196054 51.4772982889769_ -0.1944892634509571 51.4772982889769
1757, -0.1944892634509571 51.47827255404998_ -0.1944892634509571 51.479246819123055_ -0.196054 51.479246819123055_ -0.196054 51.47827255404998_ -0.1944892634509571 51.47827255404998
1758, -0.1944892634509571 51.479246819123055_ -0.1944892634509571 51.48022108419614_ -0.196054 51.48022108419614_ -0.196054 51.479246819123055_ -0.1944892634509571 51.479246819123055
1759, -0.1944892634509571 51.48022108419614_ -0.1944892634509571 51.481195349269214_ -0.196054 51.481195349269214_ -0.196054 51.48022108419614_ -0.1944892634509571 51.48022108419614
1760, -0.1944892634509571 51.481195349269214_ -0.1944892634509571 51.48216961434229_ -0.196054 51.48216961434229_ -0.196054 51.481195349269214_ -0.1944892634509571 51.481195349269214
1761, -0.1944892634509571 51.48216961434229_ -0.1944892634509571 51.48314387941537_ -0.196054 51.48314387941537_ -0.196054 51.48216961434229_ -0.1944892634509571 51.48216961434229
1762, -0.1944892634509571 51.48314387941537_ -0.1944892634509571 51.48411814448845_ -0.196054 51.48411814448845_ -0.196054 51.48314387941537_ -0.1944892634509571 51.48314387941537
1763, -0.1944892634509571 51.48411814448845_ -0.1944892634509571 51.48509240956153_ -0.196054 51.48509240956153_ -0.196054 51.48411814448845_ -0.1944892634509571 51.48411814448845
1764, -0.1944892634509571 51.48509240956153_ -0.1944892634509571 51.48606667463461_ -0.196054 51.48606667463461_ -0.196054 51.48509240956153_ -0.1944892634509571 51.48509240956153
1765, -0.1944892634509571 51.48606667463461_ -0.1944892634509571 51.48704093970768_ -0.196054 51.48704093970768_ -0.196054 51.48606667463461_ -0.1944892634509571 51.48606667463461
1766, -0.1944892634509571 51.48704093970768_ -0.1944892634509571 51.488015204780766_ -0.196054 51.488015204780766_ -0.196054 51.48704093970768_ -0.1944892634509571 51.48704093970768
1767, -0.1944892634509571 51.488015204780766_ -0.1944892634509571 51.48898946985384_ -0.196054 51.48898946985384_ -0.196054 51.488015204780766_ -0.1944892634509571 51.488015204780766
1768, -0.1944892634509571 51.48898946985384_ -0.1944892634509571 51.489963734926924_ -0.196054 51.489963734926924_ -0.196054 51.48898946985384_ -0.1944892634509571 51.48898946985384
1769, -0.1944892634509571 51.489963734926924_ -0.1944892634509571 51.490938_ -0.196054 51.490938_ -0.196054 51.489963734926924_ -0.1944892634509571 51.489963734926924
1770, -0.1944892634509571 51.490938_ -0.1944892634509571 51.491912265073076_ -0.196054 51.491912265073076_ -0.196054 51.490938_ -0.1944892634509571 51.490938
1771, -0.1944892634509571 51.491912265073076_ -0.1944892634509571 51.49288653014616_ -0.196054 51.49288653014616_ -0.196054 51.491912265073076_ -0.1944892634509571 51.491912265073076
1772, -0.1944892634509571 51.49288653014616_ -0.1944892634509571 51.493860795219234_ -0.196054 51.493860795219234_ -0.196054 51.49288653014616_ -0.1944892634509571 51.49288653014616
1773, -0.1944892634509571 51.493860795219234_ -0.1944892634509571 51.49483506029232_ -0.196054 51.49483506029232_ -0.196054 51.493860795219234_ -0.1944892634509571 51.493860795219234
1774, -0.1944892634509571 51.49483506029232_ -0.1944892634509571 51.49580932536539_ -0.196054 51.49580932536539_ -0.196054 51.49483506029232_ -0.1944892634509571 51.49483506029232
