code,geometry
1546, -0.1882303172547854 51.506526241169254_ -0.1882303172547854 51.50750050624234_ -0.1897950538038283 51.50750050624234_ -0.1897950538038283 51.506526241169254_ -0.1882303172547854 51.506526241169254
1547, -0.1882303172547854 51.50750050624234_ -0.1882303172547854 51.50847477131541_ -0.1897950538038283 51.50847477131541_ -0.1897950538038283 51.50750050624234_ -0.1882303172547854 51.50750050624234
1548, -0.1882303172547854 51.50847477131541_ -0.1882303172547854 51.509449036388496_ -0.1897950538038283 51.509449036388496_ -0.1897950538038283 51.50847477131541_ -0.1882303172547854 51.50847477131541
1549, -0.1882303172547854 51.509449036388496_ -0.1882303172547854 51.51042330146157_ -0.1897950538038283 51.51042330146157_ -0.1897950538038283 51.509449036388496_ -0.1882303172547854 51.509449036388496
1550, -0.1882303172547854 51.51042330146157_ -0.1882303172547854 51.51139756653465_ -0.1897950538038283 51.51139756653465_ -0.1897950538038283 51.51042330146157_ -0.1882303172547854 51.51042330146157
1551, -0.1882303172547854 51.51139756653465_ -0.1882303172547854 51.51237183160773_ -0.1897950538038283 51.51237183160773_ -0.1897950538038283 51.51139756653465_ -0.1882303172547854 51.51139756653465
1552, -0.1882303172547854 51.51237183160773_ -0.1882303172547854 51.513346096680806_ -0.1897950538038283 51.513346096680806_ -0.1897950538038283 51.51237183160773_ -0.1882303172547854 51.51237183160773
1553, -0.1882303172547854 51.513346096680806_ -0.1882303172547854 51.51432036175389_ -0.1897950538038283 51.51432036175389_ -0.1897950538038283 51.513346096680806_ -0.1882303172547854 51.513346096680806
1554, -0.1882303172547854 51.51432036175389_ -0.1882303172547854 51.515294626826964_ -0.1897950538038283 51.515294626826964_ -0.1897950538038283 51.51432036175389_ -0.1882303172547854 51.51432036175389
1555, -0.1882303172547854 51.515294626826964_ -0.1882303172547854 51.51626889190004_ -0.1897950538038283 51.51626889190004_ -0.1897950538038283 51.515294626826964_ -0.1882303172547854 51.515294626826964
1556, -0.1882303172547854 51.51626889190004_ -0.1882303172547854 51.51724315697312_ -0.1897950538038283 51.51724315697312_ -0.1897950538038283 51.51626889190004_ -0.1882303172547854 51.51626889190004
1557, -0.1882303172547854 51.51724315697312_ -0.1882303172547854 51.5182174220462_ -0.1897950538038283 51.5182174220462_ -0.1897950538038283 51.51724315697312_ -0.1882303172547854 51.51724315697312
1558, -0.1882303172547854 51.5182174220462_ -0.1882303172547854 51.51919168711928_ -0.1897950538038283 51.51919168711928_ -0.1897950538038283 51.5182174220462_ -0.1882303172547854 51.5182174220462
1559, -0.1882303172547854 51.51919168711928_ -0.1882303172547854 51.52016595219236_ -0.1897950538038283 51.52016595219236_ -0.1897950538038283 51.51919168711928_ -0.1882303172547854 51.51919168711928
1560, -0.1897950538038283 51.46171004780764_ -0.1897950538038283 51.46268431288072_ -0.1913597903528712 51.46268431288072_ -0.1913597903528712 51.46171004780764_ -0.1897950538038283 51.46171004780764
1561, -0.1897950538038283 51.46268431288072_ -0.1897950538038283 51.4636585779538_ -0.1913597903528712 51.4636585779538_ -0.1913597903528712 51.46268431288072_ -0.1897950538038283 51.46268431288072
1562, -0.1897950538038283 51.4636585779538_ -0.1897950538038283 51.46463284302688_ -0.1913597903528712 51.46463284302688_ -0.1913597903528712 51.4636585779538_ -0.1897950538038283 51.4636585779538
1563, -0.1897950538038283 51.46463284302688_ -0.1897950538038283 51.46560710809996_ -0.1913597903528712 51.46560710809996_ -0.1913597903528712 51.46463284302688_ -0.1897950538038283 51.46463284302688
1564, -0.1897950538038283 51.46560710809996_ -0.1897950538038283 51.466581373173035_ -0.1913597903528712 51.466581373173035_ -0.1913597903528712 51.46560710809996_ -0.1897950538038283 51.46560710809996
1565, -0.1897950538038283 51.466581373173035_ -0.1897950538038283 51.46755563824611_ -0.1913597903528712 51.46755563824611_ -0.1913597903528712 51.466581373173035_ -0.1897950538038283 51.466581373173035
1566, -0.1897950538038283 51.46755563824611_ -0.1897950538038283 51.468529903319194_ -0.1913597903528712 51.468529903319194_ -0.1913597903528712 51.46755563824611_ -0.1897950538038283 51.46755563824611
1567, -0.1897950538038283 51.468529903319194_ -0.1897950538038283 51.46950416839227_ -0.1913597903528712 51.46950416839227_ -0.1913597903528712 51.468529903319194_ -0.1897950538038283 51.468529903319194
1568, -0.1897950538038283 51.46950416839227_ -0.1897950538038283 51.47047843346535_ -0.1913597903528712 51.47047843346535_ -0.1913597903528712 51.46950416839227_ -0.1897950538038283 51.46950416839227
1569, -0.1897950538038283 51.47047843346535_ -0.1897950538038283 51.47145269853843_ -0.1913597903528712 51.47145269853843_ -0.1913597903528712 51.47047843346535_ -0.1897950538038283 51.47047843346535
1570, -0.1897950538038283 51.47145269853843_ -0.1897950538038283 51.472426963611504_ -0.1913597903528712 51.472426963611504_ -0.1913597903528712 51.47145269853843_ -0.1897950538038283 51.47145269853843
1571, -0.1897950538038283 51.472426963611504_ -0.1897950538038283 51.47340122868459_ -0.1913597903528712 51.47340122868459_ -0.1913597903528712 51.472426963611504_ -0.1897950538038283 51.472426963611504
1572, -0.1897950538038283 51.47340122868459_ -0.1897950538038283 51.47437549375766_ -0.1913597903528712 51.47437549375766_ -0.1913597903528712 51.47340122868459_ -0.1897950538038283 51.47340122868459
1573, -0.1897950538038283 51.47437549375766_ -0.1897950538038283 51.475349758830745_ -0.1913597903528712 51.475349758830745_ -0.1913597903528712 51.47437549375766_ -0.1897950538038283 51.47437549375766
1574, -0.1897950538038283 51.475349758830745_ -0.1897950538038283 51.47632402390382_ -0.1913597903528712 51.47632402390382_ -0.1913597903528712 51.475349758830745_ -0.1897950538038283 51.475349758830745
1575, -0.1897950538038283 51.47632402390382_ -0.1897950538038283 51.4772982889769_ -0.1913597903528712 51.4772982889769_ -0.1913597903528712 51.47632402390382_ -0.1897950538038283 51.47632402390382
1576, -0.1897950538038283 51.4772982889769_ -0.1897950538038283 51.47827255404998_ -0.1913597903528712 51.47827255404998_ -0.1913597903528712 51.4772982889769_ -0.1897950538038283 51.4772982889769
1577, -0.1897950538038283 51.47827255404998_ -0.1897950538038283 51.479246819123055_ -0.1913597903528712 51.479246819123055_ -0.1913597903528712 51.47827255404998_ -0.1897950538038283 51.47827255404998
1578, -0.1897950538038283 51.479246819123055_ -0.1897950538038283 51.48022108419614_ -0.1913597903528712 51.48022108419614_ -0.1913597903528712 51.479246819123055_ -0.1897950538038283 51.479246819123055
1579, -0.1897950538038283 51.48022108419614_ -0.1897950538038283 51.481195349269214_ -0.1913597903528712 51.481195349269214_ -0.1913597903528712 51.48022108419614_ -0.1897950538038283 51.48022108419614
1580, -0.1897950538038283 51.481195349269214_ -0.1897950538038283 51.48216961434229_ -0.1913597903528712 51.48216961434229_ -0.1913597903528712 51.481195349269214_ -0.1897950538038283 51.481195349269214
1581, -0.1897950538038283 51.48216961434229_ -0.1897950538038283 51.48314387941537_ -0.1913597903528712 51.48314387941537_ -0.1913597903528712 51.48216961434229_ -0.1897950538038283 51.48216961434229
1582, -0.1897950538038283 51.48314387941537_ -0.1897950538038283 51.48411814448845_ -0.1913597903528712 51.48411814448845_ -0.1913597903528712 51.48314387941537_ -0.1897950538038283 51.48314387941537
1583, -0.1897950538038283 51.48411814448845_ -0.1897950538038283 51.48509240956153_ -0.1913597903528712 51.48509240956153_ -0.1913597903528712 51.48411814448845_ -0.1897950538038283 51.48411814448845
1584, -0.1897950538038283 51.48509240956153_ -0.1897950538038283 51.48606667463461_ -0.1913597903528712 51.48606667463461_ -0.1913597903528712 51.48509240956153_ -0.1897950538038283 51.48509240956153
1585, -0.1897950538038283 51.48606667463461_ -0.1897950538038283 51.48704093970768_ -0.1913597903528712 51.48704093970768_ -0.1913597903528712 51.48606667463461_ -0.1897950538038283 51.48606667463461
1586, -0.1897950538038283 51.48704093970768_ -0.1897950538038283 51.488015204780766_ -0.1913597903528712 51.488015204780766_ -0.1913597903528712 51.48704093970768_ -0.1897950538038283 51.48704093970768
1587, -0.1897950538038283 51.488015204780766_ -0.1897950538038283 51.48898946985384_ -0.1913597903528712 51.48898946985384_ -0.1913597903528712 51.488015204780766_ -0.1897950538038283 51.488015204780766
1588, -0.1897950538038283 51.48898946985384_ -0.1897950538038283 51.489963734926924_ -0.1913597903528712 51.489963734926924_ -0.1913597903528712 51.48898946985384_ -0.1897950538038283 51.48898946985384
1589, -0.1897950538038283 51.489963734926924_ -0.1897950538038283 51.490938_ -0.1913597903528712 51.490938_ -0.1913597903528712 51.489963734926924_ -0.1897950538038283 51.489963734926924
1590, -0.1897950538038283 51.490938_ -0.1897950538038283 51.491912265073076_ -0.1913597903528712 51.491912265073076_ -0.1913597903528712 51.490938_ -0.1897950538038283 51.490938
1591, -0.1897950538038283 51.491912265073076_ -0.1897950538038283 51.49288653014616_ -0.1913597903528712 51.49288653014616_ -0.1913597903528712 51.491912265073076_ -0.1897950538038283 51.491912265073076
1592, -0.1897950538038283 51.49288653014616_ -0.1897950538038283 51.493860795219234_ -0.1913597903528712 51.493860795219234_ -0.1913597903528712 51.49288653014616_ -0.1897950538038283 51.49288653014616
1593, -0.1897950538038283 51.493860795219234_ -0.1897950538038283 51.49483506029232_ -0.1913597903528712 51.49483506029232_ -0.1913597903528712 51.493860795219234_ -0.1897950538038283 51.493860795219234
1594, -0.1897950538038283 51.49483506029232_ -0.1897950538038283 51.49580932536539_ -0.1913597903528712 51.49580932536539_ -0.1913597903528712 51.49483506029232_ -0.1897950538038283 51.49483506029232
1595, -0.1897950538038283 51.49580932536539_ -0.1897950538038283 51.49678359043847_ -0.1913597903528712 51.49678359043847_ -0.1913597903528712 51.49580932536539_ -0.1897950538038283 51.49580932536539
1596, -0.1897950538038283 51.49678359043847_ -0.1897950538038283 51.49775785551155_ -0.1913597903528712 51.49775785551155_ -0.1913597903528712 51.49678359043847_ -0.1897950538038283 51.49678359043847
1597, -0.1897950538038283 51.49775785551155_ -0.1897950538038283 51.49873212058463_ -0.1913597903528712 51.49873212058463_ -0.1913597903528712 51.49775785551155_ -0.1897950538038283 51.49775785551155
1598, -0.1897950538038283 51.49873212058463_ -0.1897950538038283 51.49970638565771_ -0.1913597903528712 51.49970638565771_ -0.1913597903528712 51.49873212058463_ -0.1897950538038283 51.49873212058463
1599, -0.1897950538038283 51.49970638565771_ -0.1897950538038283 51.500680650730786_ -0.1913597903528712 51.500680650730786_ -0.1913597903528712 51.49970638565771_ -0.1897950538038283 51.49970638565771
1600, -0.1897950538038283 51.500680650730786_ -0.1897950538038283 51.50165491580386_ -0.1913597903528712 51.50165491580386_ -0.1913597903528712 51.500680650730786_ -0.1897950538038283 51.500680650730786
1601, -0.1897950538038283 51.50165491580386_ -0.1897950538038283 51.502629180876944_ -0.1913597903528712 51.502629180876944_ -0.1913597903528712 51.50165491580386_ -0.1897950538038283 51.50165491580386
1602, -0.1897950538038283 51.502629180876944_ -0.1897950538038283 51.50360344595002_ -0.1913597903528712 51.50360344595002_ -0.1913597903528712 51.502629180876944_ -0.1897950538038283 51.502629180876944
1603, -0.1897950538038283 51.50360344595002_ -0.1897950538038283 51.5045777110231_ -0.1913597903528712 51.5045777110231_ -0.1913597903528712 51.50360344595002_ -0.1897950538038283 51.50360344595002
1604, -0.1897950538038283 51.5045777110231_ -0.1897950538038283 51.50555197609618_ -0.1913597903528712 51.50555197609618_ -0.1913597903528712 51.5045777110231_ -0.1897950538038283 51.5045777110231
1605, -0.1897950538038283 51.50555197609618_ -0.1897950538038283 51.506526241169254_ -0.1913597903528712 51.506526241169254_ -0.1913597903528712 51.50555197609618_ -0.1897950538038283 51.50555197609618
1606, -0.1897950538038283 51.506526241169254_ -0.1897950538038283 51.50750050624234_ -0.1913597903528712 51.50750050624234_ -0.1913597903528712 51.506526241169254_ -0.1897950538038283 51.506526241169254
1607, -0.1897950538038283 51.50750050624234_ -0.1897950538038283 51.50847477131541_ -0.1913597903528712 51.50847477131541_ -0.1913597903528712 51.50750050624234_ -0.1897950538038283 51.50750050624234
1608, -0.1897950538038283 51.50847477131541_ -0.1897950538038283 51.509449036388496_ -0.1913597903528712 51.509449036388496_ -0.1913597903528712 51.50847477131541_ -0.1897950538038283 51.50847477131541
1609, -0.1897950538038283 51.509449036388496_ -0.1897950538038283 51.51042330146157_ -0.1913597903528712 51.51042330146157_ -0.1913597903528712 51.509449036388496_ -0.1897950538038283 51.509449036388496
1610, -0.1897950538038283 51.51042330146157_ -0.1897950538038283 51.51139756653465_ -0.1913597903528712 51.51139756653465_ -0.1913597903528712 51.51042330146157_ -0.1897950538038283 51.51042330146157
1611, -0.1897950538038283 51.51139756653465_ -0.1897950538038283 51.51237183160773_ -0.1913597903528712 51.51237183160773_ -0.1913597903528712 51.51139756653465_ -0.1897950538038283 51.51139756653465
1612, -0.1897950538038283 51.51237183160773_ -0.1897950538038283 51.513346096680806_ -0.1913597903528712 51.513346096680806_ -0.1913597903528712 51.51237183160773_ -0.1897950538038283 51.51237183160773
1613, -0.1897950538038283 51.513346096680806_ -0.1897950538038283 51.51432036175389_ -0.1913597903528712 51.51432036175389_ -0.1913597903528712 51.513346096680806_ -0.1897950538038283 51.513346096680806
1614, -0.1897950538038283 51.51432036175389_ -0.1897950538038283 51.515294626826964_ -0.1913597903528712 51.515294626826964_ -0.1913597903528712 51.51432036175389_ -0.1897950538038283 51.51432036175389
1615, -0.1897950538038283 51.515294626826964_ -0.1897950538038283 51.51626889190004_ -0.1913597903528712 51.51626889190004_ -0.1913597903528712 51.515294626826964_ -0.1897950538038283 51.515294626826964
1616, -0.1897950538038283 51.51626889190004_ -0.1897950538038283 51.51724315697312_ -0.1913597903528712 51.51724315697312_ -0.1913597903528712 51.51626889190004_ -0.1897950538038283 51.51626889190004
1617, -0.1897950538038283 51.51724315697312_ -0.1897950538038283 51.5182174220462_ -0.1913597903528712 51.5182174220462_ -0.1913597903528712 51.51724315697312_ -0.1897950538038283 51.51724315697312
1618, -0.1897950538038283 51.5182174220462_ -0.1897950538038283 51.51919168711928_ -0.1913597903528712 51.51919168711928_ -0.1913597903528712 51.5182174220462_ -0.1897950538038283 51.5182174220462
1619, -0.1897950538038283 51.51919168711928_ -0.1897950538038283 51.52016595219236_ -0.1913597903528712 51.52016595219236_ -0.1913597903528712 51.51919168711928_ -0.1897950538038283 51.51919168711928
1620, -0.1913597903528712 51.46171004780764_ -0.1913597903528712 51.46268431288072_ -0.1929245269019142 51.46268431288072_ -0.1929245269019142 51.46171004780764_ -0.1913597903528712 51.46171004780764
1621, -0.1913597903528712 51.46268431288072_ -0.1913597903528712 51.4636585779538_ -0.1929245269019142 51.4636585779538_ -0.1929245269019142 51.46268431288072_ -0.1913597903528712 51.46268431288072
1622, -0.1913597903528712 51.4636585779538_ -0.1913597903528712 51.46463284302688_ -0.1929245269019142 51.46463284302688_ -0.1929245269019142 51.4636585779538_ -0.1913597903528712 51.4636585779538
1623, -0.1913597903528712 51.46463284302688_ -0.1913597903528712 51.46560710809996_ -0.1929245269019142 51.46560710809996_ -0.1929245269019142 51.46463284302688_ -0.1913597903528712 51.46463284302688
1624, -0.1913597903528712 51.46560710809996_ -0.1913597903528712 51.466581373173035_ -0.1929245269019142 51.466581373173035_ -0.1929245269019142 51.46560710809996_ -0.1913597903528712 51.46560710809996
1625, -0.1913597903528712 51.466581373173035_ -0.1913597903528712 51.46755563824611_ -0.1929245269019142 51.46755563824611_ -0.1929245269019142 51.466581373173035_ -0.1913597903528712 51.466581373173035
1626, -0.1913597903528712 51.46755563824611_ -0.1913597903528712 51.468529903319194_ -0.1929245269019142 51.468529903319194_ -0.1929245269019142 51.46755563824611_ -0.1913597903528712 51.46755563824611
1627, -0.1913597903528712 51.468529903319194_ -0.1913597903528712 51.46950416839227_ -0.1929245269019142 51.46950416839227_ -0.1929245269019142 51.468529903319194_ -0.1913597903528712 51.468529903319194
1628, -0.1913597903528712 51.46950416839227_ -0.1913597903528712 51.47047843346535_ -0.1929245269019142 51.47047843346535_ -0.1929245269019142 51.46950416839227_ -0.1913597903528712 51.46950416839227
1629, -0.1913597903528712 51.47047843346535_ -0.1913597903528712 51.47145269853843_ -0.1929245269019142 51.47145269853843_ -0.1929245269019142 51.47047843346535_ -0.1913597903528712 51.47047843346535
1630, -0.1913597903528712 51.47145269853843_ -0.1913597903528712 51.472426963611504_ -0.1929245269019142 51.472426963611504_ -0.1929245269019142 51.47145269853843_ -0.1913597903528712 51.47145269853843
1631, -0.1913597903528712 51.472426963611504_ -0.1913597903528712 51.47340122868459_ -0.1929245269019142 51.47340122868459_ -0.1929245269019142 51.472426963611504_ -0.1913597903528712 51.472426963611504
1632, -0.1913597903528712 51.47340122868459_ -0.1913597903528712 51.47437549375766_ -0.1929245269019142 51.47437549375766_ -0.1929245269019142 51.47340122868459_ -0.1913597903528712 51.47340122868459
1633, -0.1913597903528712 51.47437549375766_ -0.1913597903528712 51.475349758830745_ -0.1929245269019142 51.475349758830745_ -0.1929245269019142 51.47437549375766_ -0.1913597903528712 51.47437549375766
1634, -0.1913597903528712 51.475349758830745_ -0.1913597903528712 51.47632402390382_ -0.1929245269019142 51.47632402390382_ -0.1929245269019142 51.475349758830745_ -0.1913597903528712 51.475349758830745
1635, -0.1913597903528712 51.47632402390382_ -0.1913597903528712 51.4772982889769_ -0.1929245269019142 51.4772982889769_ -0.1929245269019142 51.47632402390382_ -0.1913597903528712 51.47632402390382
1636, -0.1913597903528712 51.4772982889769_ -0.1913597903528712 51.47827255404998_ -0.1929245269019142 51.47827255404998_ -0.1929245269019142 51.4772982889769_ -0.1913597903528712 51.4772982889769
1637, -0.1913597903528712 51.47827255404998_ -0.1913597903528712 51.479246819123055_ -0.1929245269019142 51.479246819123055_ -0.1929245269019142 51.47827255404998_ -0.1913597903528712 51.47827255404998
1638, -0.1913597903528712 51.479246819123055_ -0.1913597903528712 51.48022108419614_ -0.1929245269019142 51.48022108419614_ -0.1929245269019142 51.479246819123055_ -0.1913597903528712 51.479246819123055
1639, -0.1913597903528712 51.48022108419614_ -0.1913597903528712 51.481195349269214_ -0.1929245269019142 51.481195349269214_ -0.1929245269019142 51.48022108419614_ -0.1913597903528712 51.48022108419614
1640, -0.1913597903528712 51.481195349269214_ -0.1913597903528712 51.48216961434229_ -0.1929245269019142 51.48216961434229_ -0.1929245269019142 51.481195349269214_ -0.1913597903528712 51.481195349269214
1641, -0.1913597903528712 51.48216961434229_ -0.1913597903528712 51.48314387941537_ -0.1929245269019142 51.48314387941537_ -0.1929245269019142 51.48216961434229_ -0.1913597903528712 51.48216961434229
1642, -0.1913597903528712 51.48314387941537_ -0.1913597903528712 51.48411814448845_ -0.1929245269019142 51.48411814448845_ -0.1929245269019142 51.48314387941537_ -0.1913597903528712 51.48314387941537
1643, -0.1913597903528712 51.48411814448845_ -0.1913597903528712 51.48509240956153_ -0.1929245269019142 51.48509240956153_ -0.1929245269019142 51.48411814448845_ -0.1913597903528712 51.48411814448845
1644, -0.1913597903528712 51.48509240956153_ -0.1913597903528712 51.48606667463461_ -0.1929245269019142 51.48606667463461_ -0.1929245269019142 51.48509240956153_ -0.1913597903528712 51.48509240956153
1645, -0.1913597903528712 51.48606667463461_ -0.1913597903528712 51.48704093970768_ -0.1929245269019142 51.48704093970768_ -0.1929245269019142 51.48606667463461_ -0.1913597903528712 51.48606667463461
1646, -0.1913597903528712 51.48704093970768_ -0.1913597903528712 51.488015204780766_ -0.1929245269019142 51.488015204780766_ -0.1929245269019142 51.48704093970768_ -0.1913597903528712 51.48704093970768
1647, -0.1913597903528712 51.488015204780766_ -0.1913597903528712 51.48898946985384_ -0.1929245269019142 51.48898946985384_ -0.1929245269019142 51.488015204780766_ -0.1913597903528712 51.488015204780766
1648, -0.1913597903528712 51.48898946985384_ -0.1913597903528712 51.489963734926924_ -0.1929245269019142 51.489963734926924_ -0.1929245269019142 51.48898946985384_ -0.1913597903528712 51.48898946985384
1649, -0.1913597903528712 51.489963734926924_ -0.1913597903528712 51.490938_ -0.1929245269019142 51.490938_ -0.1929245269019142 51.489963734926924_ -0.1913597903528712 51.489963734926924
1650, -0.1913597903528712 51.490938_ -0.1913597903528712 51.491912265073076_ -0.1929245269019142 51.491912265073076_ -0.1929245269019142 51.490938_ -0.1913597903528712 51.490938
1651, -0.1913597903528712 51.491912265073076_ -0.1913597903528712 51.49288653014616_ -0.1929245269019142 51.49288653014616_ -0.1929245269019142 51.491912265073076_ -0.1913597903528712 51.491912265073076
1652, -0.1913597903528712 51.49288653014616_ -0.1913597903528712 51.493860795219234_ -0.1929245269019142 51.493860795219234_ -0.1929245269019142 51.49288653014616_ -0.1913597903528712 51.49288653014616
1653, -0.1913597903528712 51.493860795219234_ -0.1913597903528712 51.49483506029232_ -0.1929245269019142 51.49483506029232_ -0.1929245269019142 51.493860795219234_ -0.1913597903528712 51.493860795219234
1654, -0.1913597903528712 51.49483506029232_ -0.1913597903528712 51.49580932536539_ -0.1929245269019142 51.49580932536539_ -0.1929245269019142 51.49483506029232_ -0.1913597903528712 51.49483506029232
1655, -0.1913597903528712 51.49580932536539_ -0.1913597903528712 51.49678359043847_ -0.1929245269019142 51.49678359043847_ -0.1929245269019142 51.49580932536539_ -0.1913597903528712 51.49580932536539
1656, -0.1913597903528712 51.49678359043847_ -0.1913597903528712 51.49775785551155_ -0.1929245269019142 51.49775785551155_ -0.1929245269019142 51.49678359043847_ -0.1913597903528712 51.49678359043847
1657, -0.1913597903528712 51.49775785551155_ -0.1913597903528712 51.49873212058463_ -0.1929245269019142 51.49873212058463_ -0.1929245269019142 51.49775785551155_ -0.1913597903528712 51.49775785551155
1658, -0.1913597903528712 51.49873212058463_ -0.1913597903528712 51.49970638565771_ -0.1929245269019142 51.49970638565771_ -0.1929245269019142 51.49873212058463_ -0.1913597903528712 51.49873212058463
1659, -0.1913597903528712 51.49970638565771_ -0.1913597903528712 51.500680650730786_ -0.1929245269019142 51.500680650730786_ -0.1929245269019142 51.49970638565771_ -0.1913597903528712 51.49970638565771
1660, -0.1913597903528712 51.500680650730786_ -0.1913597903528712 51.50165491580386_ -0.1929245269019142 51.50165491580386_ -0.1929245269019142 51.500680650730786_ -0.1913597903528712 51.500680650730786
1661, -0.1913597903528712 51.50165491580386_ -0.1913597903528712 51.502629180876944_ -0.1929245269019142 51.502629180876944_ -0.1929245269019142 51.50165491580386_ -0.1913597903528712 51.50165491580386
1662, -0.1913597903528712 51.502629180876944_ -0.1913597903528712 51.50360344595002_ -0.1929245269019142 51.50360344595002_ -0.1929245269019142 51.502629180876944_ -0.1913597903528712 51.502629180876944
1663, -0.1913597903528712 51.50360344595002_ -0.1913597903528712 51.5045777110231_ -0.1929245269019142 51.5045777110231_ -0.1929245269019142 51.50360344595002_ -0.1913597903528712 51.50360344595002
1664, -0.1913597903528712 51.5045777110231_ -0.1913597903528712 51.50555197609618_ -0.1929245269019142 51.50555197609618_ -0.1929245269019142 51.5045777110231_ -0.1913597903528712 51.5045777110231
1665, -0.1913597903528712 51.50555197609618_ -0.1913597903528712 51.506526241169254_ -0.1929245269019142 51.506526241169254_ -0.1929245269019142 51.50555197609618_ -0.1913597903528712 51.50555197609618
1666, -0.1913597903528712 51.506526241169254_ -0.1913597903528712 51.50750050624234_ -0.1929245269019142 51.50750050624234_ -0.1929245269019142 51.506526241169254_ -0.1913597903528712 51.506526241169254
1667, -0.1913597903528712 51.50750050624234_ -0.1913597903528712 51.50847477131541_ -0.1929245269019142 51.50847477131541_ -0.1929245269019142 51.50750050624234_ -0.1913597903528712 51.50750050624234
1668, -0.1913597903528712 51.50847477131541_ -0.1913597903528712 51.509449036388496_ -0.1929245269019142 51.509449036388496_ -0.1929245269019142 51.50847477131541_ -0.1913597903528712 51.50847477131541
1669, -0.1913597903528712 51.509449036388496_ -0.1913597903528712 51.51042330146157_ -0.1929245269019142 51.51042330146157_ -0.1929245269019142 51.509449036388496_ -0.1913597903528712 51.509449036388496
1670, -0.1913597903528712 51.51042330146157_ -0.1913597903528712 51.51139756653465_ -0.1929245269019142 51.51139756653465_ -0.1929245269019142 51.51042330146157_ -0.1913597903528712 51.51042330146157
1671, -0.1913597903528712 51.51139756653465_ -0.1913597903528712 51.51237183160773_ -0.1929245269019142 51.51237183160773_ -0.1929245269019142 51.51139756653465_ -0.1913597903528712 51.51139756653465
1672, -0.1913597903528712 51.51237183160773_ -0.1913597903528712 51.513346096680806_ -0.1929245269019142 51.513346096680806_ -0.1929245269019142 51.51237183160773_ -0.1913597903528712 51.51237183160773
1673, -0.1913597903528712 51.513346096680806_ -0.1913597903528712 51.51432036175389_ -0.1929245269019142 51.51432036175389_ -0.1929245269019142 51.513346096680806_ -0.1913597903528712 51.513346096680806
1674, -0.1913597903528712 51.51432036175389_ -0.1913597903528712 51.515294626826964_ -0.1929245269019142 51.515294626826964_ -0.1929245269019142 51.51432036175389_ -0.1913597903528712 51.51432036175389
1675, -0.1913597903528712 51.515294626826964_ -0.1913597903528712 51.51626889190004_ -0.1929245269019142 51.51626889190004_ -0.1929245269019142 51.515294626826964_ -0.1913597903528712 51.515294626826964
1676, -0.1913597903528712 51.51626889190004_ -0.1913597903528712 51.51724315697312_ -0.1929245269019142 51.51724315697312_ -0.1929245269019142 51.51626889190004_ -0.1913597903528712 51.51626889190004
1677, -0.1913597903528712 51.51724315697312_ -0.1913597903528712 51.5182174220462_ -0.1929245269019142 51.5182174220462_ -0.1929245269019142 51.51724315697312_ -0.1913597903528712 51.51724315697312
1678, -0.1913597903528712 51.5182174220462_ -0.1913597903528712 51.51919168711928_ -0.1929245269019142 51.51919168711928_ -0.1929245269019142 51.5182174220462_ -0.1913597903528712 51.5182174220462
1679, -0.1913597903528712 51.51919168711928_ -0.1913597903528712 51.52016595219236_ -0.1929245269019142 51.52016595219236_ -0.1929245269019142 51.51919168711928_ -0.1913597903528712 51.51919168711928
1680, -0.1929245269019142 51.46171004780764_ -0.1929245269019142 51.46268431288072_ -0.1944892634509571 51.46268431288072_ -0.1944892634509571 51.46171004780764_ -0.1929245269019142 51.46171004780764
1681, -0.1929245269019142 51.46268431288072_ -0.1929245269019142 51.4636585779538_ -0.1944892634509571 51.4636585779538_ -0.1944892634509571 51.46268431288072_ -0.1929245269019142 51.46268431288072
1682, -0.1929245269019142 51.4636585779538_ -0.1929245269019142 51.46463284302688_ -0.1944892634509571 51.46463284302688_ -0.1944892634509571 51.4636585779538_ -0.1929245269019142 51.4636585779538
1683, -0.1929245269019142 51.46463284302688_ -0.1929245269019142 51.46560710809996_ -0.1944892634509571 51.46560710809996_ -0.1944892634509571 51.46463284302688_ -0.1929245269019142 51.46463284302688
1684, -0.1929245269019142 51.46560710809996_ -0.1929245269019142 51.466581373173035_ -0.1944892634509571 51.466581373173035_ -0.1944892634509571 51.46560710809996_ -0.1929245269019142 51.46560710809996
1685, -0.1929245269019142 51.466581373173035_ -0.1929245269019142 51.46755563824611_ -0.1944892634509571 51.46755563824611_ -0.1944892634509571 51.466581373173035_ -0.1929245269019142 51.466581373173035
1686, -0.1929245269019142 51.46755563824611_ -0.1929245269019142 51.468529903319194_ -0.1944892634509571 51.468529903319194_ -0.1944892634509571 51.46755563824611_ -0.1929245269019142 51.46755563824611
1687, -0.1929245269019142 51.468529903319194_ -0.1929245269019142 51.46950416839227_ -0.1944892634509571 51.46950416839227_ -0.1944892634509571 51.468529903319194_ -0.1929245269019142 51.468529903319194
1688, -0.1929245269019142 51.46950416839227_ -0.1929245269019142 51.47047843346535_ -0.1944892634509571 51.47047843346535_ -0.1944892634509571 51.46950416839227_ -0.1929245269019142 51.46950416839227
1689, -0.1929245269019142 51.47047843346535_ -0.1929245269019142 51.47145269853843_ -0.1944892634509571 51.47145269853843_ -0.1944892634509571 51.47047843346535_ -0.1929245269019142 51.47047843346535
